card_id,target
C_ID_97c1de0a4c,-4.514350286
C_ID_6302a73978,-4.939670139
C_ID_13aa77acc7,-0.535598345
C_ID_8ea1ccd74c,0.311675471
C_ID_f8dd617397,-0.694501959
C_ID_18abe17a50,-0.051885388
C_ID_ca9bf15ecf,-2.34985805
C_ID_ffbb1f9527,0.273434357
C_ID_9e30b550ed,-1.709639418
C_ID_ca321cca06,-0.702392845
C_ID_12ee8ab17a,-2.481215797
C_ID_d543e00469,0.124104312
C_ID_91e960d08f,0.045827362
C_ID_876bf4bea6,0.196982992
C_ID_bca9fd7a34,-0.192035017
C_ID_ce489f86d1,-0.643369401
C_ID_a2f1f4964d,-1.35904736
C_ID_c5526b4a82,-0.386766183
C_ID_a51d58a5ef,-0.046423343
C_ID_2ea4c3f269,-0.480942948
C_ID_0ad663712d,0.58255044
C_ID_9f205b643c,-1.501219455
C_ID_a23d5b907f,-0.180883612
C_ID_fce231c8a3,-0.245892485
C_ID_fd3c643078,0.545161283
C_ID_0aaa962d5e,0.615280629
C_ID_51c466eeba,-0.278416834
C_ID_4cf0a6c713,-0.941437457
C_ID_dac6ff5b70,-0.207232628
C_ID_84d7bf1269,-0.142470289
C_ID_e1e8acdab6,0.98546445
C_ID_4ab54b988f,-0.205644711
C_ID_45e2cac501,-0.51283863
C_ID_c55808f402,-2.205444394
C_ID_c26381a58e,2.721737969
C_ID_6c6fc27f19,-0.158931184
C_ID_4c2682fb80,-0.436177326
C_ID_79713b508a,0.543282433
C_ID_77a9133536,0.245720348
C_ID_764456eb02,-0.316049138
C_ID_9189dadc72,1.058470845
C_ID_f1c0aa6f3c,-0.553627395
C_ID_0763171db6,0.531748849
C_ID_c554360bfe,-1.587090564
C_ID_cfb87f52ae,-0.597072737
C_ID_d99a6ea9e0,-0.040667945
C_ID_7fa0d03279,0.993089314
C_ID_1571a674c8,-0.38971237
C_ID_87c16e5496,-2.768074292
C_ID_e0b7951237,-0.464942955
C_ID_90c74fe7b4,-0.6524955
C_ID_7ce9c02b76,-0.271180691
C_ID_83435bac3d,-0.377860971
C_ID_439720c321,-3.479130835
C_ID_10a8a42d77,-7.87372874
C_ID_a485f8a1a5,-0.127564093
C_ID_0defe22c13,-0.226822034
C_ID_95943569e9,-1.668140514
C_ID_be3c295747,-0.135995947
C_ID_f9bd6c67b0,-0.982131904
C_ID_4b2514ee32,-0.201630404
C_ID_689b430d0b,0.032405124
C_ID_5ac4488f3c,-2.942608273
C_ID_4bf0426f57,0.631677411
C_ID_88cb2d5ac7,-0.952866807
C_ID_9c5220f864,-0.520116765
C_ID_6bb9e252f4,-0.697305019
C_ID_8ae58e7880,-2.041745795
C_ID_619082bf7d,-4.210077419
C_ID_ba95ae9113,1.394907434
C_ID_fdfe6133db,0.136933115
C_ID_1a5c4864c0,-0.084597243
C_ID_7a66376702,-0.206356034
C_ID_325049a5b3,0.020163395
C_ID_5c3a6a254b,-0.600739922
C_ID_768a62fd67,-1.52017853
C_ID_8280ac022c,0.389822048
C_ID_0621c41948,-0.422361424
C_ID_c97d368d54,-6.334097319
C_ID_a69568da79,-0.042288536
C_ID_3fc03e96d3,-0.570920063
C_ID_79f510402a,-0.214507586
C_ID_d0e20268c6,0.226259778
C_ID_237bc2b6bc,1.293871122
C_ID_738e8c6ad4,-0.55318328
C_ID_c5b913140b,-0.277969491
C_ID_dce9ae5c83,-0.372600643
C_ID_ed8c83ed3b,-1.033364541
C_ID_fb28b161c5,0.499896719
C_ID_94300ba829,-0.02965342
C_ID_29bb0bb987,0.454607532
C_ID_eaf9218e7b,-0.39615104
C_ID_f6e7db3422,-0.726383862
C_ID_dbff82eb68,-1.067535961
C_ID_1d5864081b,-0.397034632
C_ID_a632cb47de,0.214042813
C_ID_92836e8cfd,0.49137757
C_ID_715c9ee37c,0.612209803
C_ID_8cdc6acec4,-0.361127601
C_ID_8ca96ad5af,0.478533826
C_ID_54301a17f8,1.334072305
C_ID_9fcd93541b,-1.419595178
C_ID_dbc336bad4,2.409265411
C_ID_a6af5417f0,-0.367643324
C_ID_415fc459f1,0.28641496
C_ID_e0a857bb94,-0.567433954
C_ID_ed487096e1,-0.937760352
C_ID_c3af389f96,-0.48662306
C_ID_524851647a,-3.643680573
C_ID_15cec22628,0.001599902
C_ID_63cea539d2,-0.031921717
C_ID_89146fd05a,0.104727658
C_ID_ab0d372843,-0.898582687
C_ID_c8df3dbb28,0.08845227
C_ID_2d6553adc3,-2.108004371
C_ID_eb0cba1af9,-2.62116195
C_ID_e44fe24b69,0.243403464
C_ID_78d7380cea,0.18776418
C_ID_12b823c3ec,0.961242158
C_ID_e34f0d110f,-0.653278666
C_ID_9fb2eea47b,-1.027143937
C_ID_cf63664338,-0.695638312
C_ID_1a904c4537,-0.100586251
C_ID_5f1eda7477,0.851414131
C_ID_5089081961,-5.776636089
C_ID_51d2a202ac,-1.51063444
C_ID_2fa504fb02,0.31615378
C_ID_85eba2526e,0.097190274
C_ID_45ee340077,0.273245278
C_ID_42690c6e70,-0.838352725
C_ID_abdc9b2ed2,-0.236382732
C_ID_c85199b76e,0.036583246
C_ID_7ffe4bd729,0.993321071
C_ID_de06fcb25a,0.168107523
C_ID_9e34c32449,0.353229373
C_ID_1566603224,-0.043864234
C_ID_5aff05d6b1,-2.284162995
C_ID_8711d75f01,-0.754258596
C_ID_c6c9ad8f81,0.864594158
C_ID_179ce6d0fa,-0.090284234
C_ID_b575185e9e,-0.73464971
C_ID_f652457b4b,0.06208334
C_ID_dfedf2f0e1,-1.953093768
C_ID_37a3826fef,0.029903542
C_ID_3850b22223,0.412163195
C_ID_f31bd58a7a,-0.646946716
C_ID_d9d0fe34b0,-0.150679737
C_ID_a06291166f,-0.83570952
C_ID_919f809d81,0.035317707
C_ID_37ed75f403,-2.690123082
C_ID_0b371e50b1,-0.92975094
C_ID_9af1b515e2,-0.36121644
C_ID_9ff39d9f8f,0.474420102
C_ID_29c4e05fbd,-0.726673882
C_ID_8271c9338e,-0.56618846
C_ID_9f3c474704,0.933210882
C_ID_ec3af28b1b,0.970829147
C_ID_f65d4000cf,0.104832823
C_ID_71f27e88b6,0.128892552
C_ID_68030cf3e9,-1.321802483
C_ID_45f00b3d45,0.051090948
C_ID_70891a0d0c,0.025639546
C_ID_3b6d8cafcf,-1.318851816
C_ID_004885878b,-0.371256454
C_ID_770c5d6625,-0.433927421
C_ID_d31c5d136d,-0.758069685
C_ID_7937c4bbfc,1.128755412
C_ID_0cd0945f72,-0.353632476
C_ID_be0ad9b7eb,0.519321123
C_ID_93f59bf677,-0.563946477
C_ID_6d986296cb,-0.853188461
C_ID_c4bb8234b4,-0.180684542
C_ID_eed977f280,-0.457328193
C_ID_f781a6faa6,-0.424726302
C_ID_bf905bf168,-0.49164314
C_ID_52303de7e7,0.270105469
C_ID_911e8ffbe0,-0.191155215
C_ID_80e2d98076,-2.665214294
C_ID_0a2c2f9f58,-0.988236151
C_ID_152f65c13d,-1.128519902
C_ID_8e08777375,-0.172925266
C_ID_f4d9706702,-0.776190902
C_ID_251951b363,-0.96465763
C_ID_69bcef0917,-2.447503719
C_ID_be968701f8,-0.411052794
C_ID_b64c326f44,1.154588665
C_ID_fe577884d4,-1.156390973
C_ID_fd23ece68d,0.476540286
C_ID_8c482027cc,-0.065314782
C_ID_6815c3cbb6,-0.626918749
C_ID_e546f5fb57,-0.837442579
C_ID_921a1654dd,-1.136531425
C_ID_4ee8c5fb95,0.225798557
C_ID_3162e8711f,-0.265728687
C_ID_f4837e7c9d,1.321551877
C_ID_4ffbfb9eda,-0.266643754
C_ID_23ba0a2ea7,-2.045188037
C_ID_48d5ee7ec3,-0.180562037
C_ID_737bc87c71,-0.412469646
C_ID_34379f9950,-0.186353829
C_ID_b1bc7601e7,0.357149006
C_ID_895c06b9ad,-0.095521269
C_ID_fbf52e58cd,0.314936384
C_ID_3edcb2f37a,-0.452579168
C_ID_19799f4e7d,-0.98251422
C_ID_e4575d884f,-0.437594292
C_ID_07c33a4a6c,-0.604721216
C_ID_614fd1294c,-0.61553576
C_ID_5f60de0fbe,0.099945698
C_ID_f8334a2af7,0.177196641
C_ID_900f77ee89,0.028754452
C_ID_78036f1f3c,-0.557793697
C_ID_3e3690d009,0.892990842
C_ID_15967b67cd,-0.595514678
C_ID_75048175f8,-0.072395203
C_ID_8abd5523d4,-1.602576377
C_ID_924940f9a0,-1.030874104
C_ID_abe97a2768,0.747444531
C_ID_d2b41701e6,-1.926527913
C_ID_6079b41534,-0.665714568
C_ID_0ef64122db,1.037863108
C_ID_99fe8ffc90,-0.308683986
C_ID_f1fbafcba2,-0.260753828
C_ID_2aa82ee67f,-0.717817886
C_ID_226f7e1fcf,-1.402225722
C_ID_541f56c580,0.987703361
C_ID_2b11143b2d,0.067588142
C_ID_9d7e6b0442,0.473853451
C_ID_40e4e5d7e6,-0.039844161
C_ID_19d087b9fc,-0.38557429
C_ID_94e6fe1eb6,-0.177382719
C_ID_86e06aaa8f,-0.512507979
C_ID_8b36dfe26b,0.112127387
C_ID_0c71ff8a3d,-0.80063721
C_ID_4ba3300d9c,0.313161858
C_ID_44e2940deb,-1.844500303
C_ID_d886d9d92c,0.138052293
C_ID_432fad8d0c,0.10569714
C_ID_cfc3efa189,-0.095254748
C_ID_3d88817301,-0.430184682
C_ID_ac1e84b7e2,-0.843121925
C_ID_06a469f094,-0.425615541
C_ID_967ca675f9,-0.518469834
C_ID_4b3fad31c5,-0.29609454
C_ID_9565236fc4,0.135104306
C_ID_aaebc8d0ee,0.858912243
C_ID_2f1f3ea8c6,-2.30838822
C_ID_38a6e3512e,0.149249438
C_ID_ca8e73ecef,-0.256262849
C_ID_c02e054feb,-0.684116882
C_ID_f0aebb8ac0,1.058721991
C_ID_eb2d23bda4,-1.443239166
C_ID_027336a1cb,-0.355643134
C_ID_a4df127591,-1.055478735
C_ID_b33e0f675e,-2.823805924
C_ID_c9e6f3c18d,-0.103566426
C_ID_a1e1912c2a,0.401396184
C_ID_a84faa7483,-1.017940315
C_ID_9563a35a7f,-0.877594452
C_ID_4e2403e039,0.124011074
C_ID_15260b770e,0.426312881
C_ID_8a172c0c0d,0.115217165
C_ID_c77547481e,-5.42805236
C_ID_83b5aea1f4,-0.441872093
C_ID_6270f83f56,-0.216439361
C_ID_77b17029f0,-0.510410208
C_ID_4c525e9990,-1.302987842
C_ID_749f3b1b93,-2.052973993
C_ID_078f82a791,-0.448717409
C_ID_cb76fb1021,-0.917394576
C_ID_c57f1bd5bc,0.769389113
C_ID_f4c40ac4f7,-0.527786364
C_ID_4e20b37a37,-1.938383008
C_ID_1eb28223c7,-0.688397187
C_ID_8ed2fd4992,-0.225711003
C_ID_d78643dfba,-0.428079601
C_ID_34841f60d1,0.420231912
C_ID_c49b07a4eb,-0.968843757
C_ID_97e34365fa,-0.296617206
C_ID_1ccdb537c4,1.299921233
C_ID_318f5f397b,-0.37347388
C_ID_3566014e0c,-1.125561288
C_ID_b36ca5620f,-1.380277812
C_ID_77fb564437,-0.141545775
C_ID_54b2846a36,0.140045201
C_ID_b3381af031,-0.10831869
C_ID_02988c4aa5,-0.247876118
C_ID_3a0b3293a9,0.352077753
C_ID_81be2ff8b5,0.543628368
C_ID_ca5a78c056,-0.532955478
C_ID_004afee4c8,0.43507254
C_ID_6b5a6490d9,-0.484724812
C_ID_dd55221656,-0.081371901
C_ID_ac254c01c1,-1.536976813
C_ID_6b0ac2784f,-1.542000338
C_ID_512386b5f4,-0.052174985
C_ID_00397e567f,-2.047920547
C_ID_721c9311f2,1.210450061
C_ID_e9ec1792bb,-1.087825942
C_ID_16ecdcf2b0,-0.201837774
C_ID_e0e4cdfc53,-0.400171681
C_ID_f7bacba2a6,-0.459149086
C_ID_4a66bb13a4,0.381789694
C_ID_4029e95979,-0.759106549
C_ID_084e4bc415,-0.315601241
C_ID_0e6d55e198,-0.152036723
C_ID_d9584a3eef,-0.585164878
C_ID_a2020cec79,-0.176796409
C_ID_82dd0eb44f,-0.510838993
C_ID_e07f48d910,-0.112305764
C_ID_b98e08fa85,0.140313993
C_ID_50a7f7b582,-0.238697996
C_ID_614e35f5f9,0.509977118
C_ID_65c74bcb80,-0.414903359
C_ID_6a59ab8b93,-1.731817811
C_ID_2fe4a13787,0.036343957
C_ID_2002264e13,-0.145999246
C_ID_7d59cd0a0a,-0.316897846
C_ID_74bfc908d3,0.121887878
C_ID_447defddbd,-1.608959991
C_ID_3d1742ba93,-0.361383988
C_ID_f4832ba39b,0.049809887
C_ID_62aedb76df,2.078235196
C_ID_1ad24f4054,-0.181148376
C_ID_45b8a92d09,0.513979162
C_ID_f38f899c09,0.294073309
C_ID_4c7fc71084,0.770815483
C_ID_8c9e94b453,1.375797337
C_ID_4071f3f254,-0.222528578
C_ID_dd8ef29568,0.005104109
C_ID_5b122cf769,1.220469785
C_ID_f685dd6847,-0.433550663
C_ID_abf6cde369,0.143824187
C_ID_2332b4e032,-0.037806173
C_ID_f59b3b6bb2,0.263781831
C_ID_a875715dd5,-0.573778638
C_ID_dde9fc744d,0.853191398
C_ID_0e4f6af077,-0.562731908
C_ID_5fb87896d5,-0.226067171
C_ID_c1edb6769c,-0.323555039
C_ID_0cea064a88,-0.974871765
C_ID_15cefca902,0.576358276
C_ID_ee56d3a693,0.15789981
C_ID_3e032d1c6d,-0.435706732
C_ID_0db57787e6,-1.007983856
C_ID_61c15762f4,-0.264779594
C_ID_b913141b00,0.00779377
C_ID_eea9f2ef29,-0.194081995
C_ID_a71db4ee55,-1.041933701
C_ID_e76a1388bf,-0.118130219
C_ID_a03ffc05ed,0.614712766
C_ID_8cdba66bb3,0.553402919
C_ID_c75c069d25,-0.8877175
C_ID_93b958c812,0.189134261
C_ID_36d82b4442,0.651324816
C_ID_360fba8b39,0.430302801
C_ID_86dc239658,-0.648369744
C_ID_8a141b8fa5,0.378500844
C_ID_cd78d27cae,-0.117280148
C_ID_f3272c91a7,-2.029412964
C_ID_80c2af4684,-0.138302769
C_ID_c7acd44d7f,-0.42969601
C_ID_f3a6263458,0.481927411
C_ID_1bbe8f7d6c,-0.541455908
C_ID_54b0f0f4bc,-0.357162512
C_ID_805319dcde,-0.11815701
C_ID_cde9dcd6d8,-0.664506406
C_ID_1958bb5e7e,0.559081913
C_ID_f171d9f575,0.089425854
C_ID_4f475ca4b3,0.35368996
C_ID_a4c382a70f,-0.00603652
C_ID_cdfb1c12e0,0.066963377
C_ID_6171b2fbff,-1.064393159
C_ID_7cc96c7682,1.195564042
C_ID_6b6d457a99,-1.181066408
C_ID_ed6d1338b5,-0.306785907
C_ID_17b2e43f41,0.268098637
C_ID_f35856a259,-0.19995259
C_ID_de981b200b,1.092562855
C_ID_95b1b111cf,-0.469768454
C_ID_8acb32794c,1.044913602
C_ID_fe9f3f6d2d,-0.255911766
C_ID_e44d853f1b,-0.043413408
C_ID_ec9ec8bf71,-0.061932971
C_ID_28405d2baa,-0.445120792
C_ID_65e8e8d243,-0.179701884
C_ID_4b8b9c7d69,-0.3666387
C_ID_a46e2e6ece,-0.354848126
C_ID_a7d1cd6b7c,-12.65823717
C_ID_225a5abc31,-0.518049159
C_ID_593218d660,-0.3763786
C_ID_c0d4f09669,0.570339159
C_ID_d500eb1fc3,1.1746061
C_ID_d4db589fc0,-0.215035774
C_ID_9753d91e5b,-0.344146591
C_ID_eaf6aee3d8,0.758375729
C_ID_04024e939d,-0.237209508
C_ID_4552210868,0.013138062
C_ID_d2d79eae51,-2.675734288
C_ID_19064fc2e6,-0.111897679
C_ID_e9ecdac068,-0.131787878
C_ID_3222ce4b78,-0.327344543
C_ID_aaf9f16647,-0.05790209
C_ID_a5c1ae3eda,-4.318772664
C_ID_9fd254c19a,0.598070561
C_ID_ab6451ac5a,-2.740388542
C_ID_45a7272424,-6.323718271
C_ID_7e9b4a1150,-0.208004257
C_ID_c2cff7a02e,-0.208934081
C_ID_51233cc976,-0.187275111
C_ID_6773f9bec3,0.608898199
C_ID_20e84d59b1,0.046224641
C_ID_9e1ce51f50,0.021581676
C_ID_865161b242,-0.370370729
C_ID_7f8b5f6b09,-0.557956063
C_ID_0b94f181a1,0.326208234
C_ID_0302f33b8f,0.590306912
C_ID_554b755361,-0.103713342
C_ID_7e57334cc6,-0.35468131
C_ID_60c72c2c3a,-0.479582938
C_ID_b89dd01483,-0.060893111
C_ID_ca5374a321,-0.78161165
C_ID_8f9d3e108b,-0.002125024
C_ID_359291bd41,0.330166505
C_ID_bb0cb76ef6,-0.921438966
C_ID_644b4ac8a4,-0.596228039
C_ID_53040a8a11,-0.666029132
C_ID_f874d2a704,-0.108903787
C_ID_5d91ed4112,-0.137341278
C_ID_794cba1242,-0.172324748
C_ID_a29e78e61f,-0.042279174
C_ID_d6e5994952,-3.184802132
C_ID_10beb4bb70,-0.420827296
C_ID_626716fe69,-1.893437306
C_ID_77dbe57a08,-0.290837837
C_ID_167522dd91,-0.003942045
C_ID_f11416b4b2,-1.813323257
C_ID_8fac1ea9ad,-0.073990289
C_ID_6725d9114f,-0.621432645
C_ID_63291ef8e8,-1.787258464
C_ID_2df7089ceb,-0.119397491
C_ID_47251b1d39,-1.492661138
C_ID_6987979396,-0.203921359
C_ID_6b20086f1c,1.090452911
C_ID_37a125f1b2,-0.560488955
C_ID_c777351240,-0.05001699
C_ID_34bf4ce0c8,-5.859056885
C_ID_6c0d712012,-6.483928201
C_ID_be2e383ff9,-0.160823436
C_ID_7b9fb53bd7,-0.677687072
C_ID_9cac55659d,-0.261661586
C_ID_c8c081b4b4,-0.709800398
C_ID_c11976c7c3,0.249270026
C_ID_5cf8a47b12,-0.389898918
C_ID_044a728838,-0.106473457
C_ID_5543af9094,-0.119311876
C_ID_1bf9371a0c,-0.006457834
C_ID_7658e8a511,0.012791024
C_ID_3733f45c91,-0.436582024
C_ID_9737ad2640,0.11442269
C_ID_7cd135df49,-3.856225476
C_ID_d3f9f29690,0.01419186
C_ID_b68cb361b6,-0.703348263
C_ID_8826aad8ac,-0.5203726
C_ID_02bfcd2a89,-0.86419395
C_ID_74e2b4afaa,-0.079634691
C_ID_570c45720a,-1.56887932
C_ID_28721e2548,-1.125322722
C_ID_77b4a5295f,0.234540954
C_ID_f77d9b9363,-1.677132394
C_ID_294a7efc9c,1.587262096
C_ID_ea878ea059,0.699647714
C_ID_d891906f01,0.870234542
C_ID_c699b737ca,-0.100041118
C_ID_4f994469b2,0.267428
C_ID_ecd78bfd42,-0.913230215
C_ID_bf9c6e6521,0.845631642
C_ID_5b1649cf49,0.484967463
C_ID_f5cb867bfb,-0.108436177
C_ID_c37a157761,-3.30428758
C_ID_8aaa31d2ff,-0.281564619
C_ID_76248d4f9e,0.471008538
C_ID_e38faf83ae,-0.748927135
C_ID_e065cf37d3,0.051920074
C_ID_babeccf2f8,-0.16088292
C_ID_7619409e9b,0.503442477
C_ID_1a1055f203,-2.173256378
C_ID_b39fc093e9,-0.705773146
C_ID_fe694de6d5,0.577753508
C_ID_90d4298c15,0.850725332
C_ID_616eb9e2a7,-0.290025917
C_ID_b396a31f08,-1.72216009
C_ID_0f19aa7bdc,-0.223841341
C_ID_acfd62662f,-0.147555933
C_ID_d6169ed844,-0.221073548
C_ID_4d8cd9ee19,0.127694464
C_ID_672ccdd9aa,-0.326496333
C_ID_6b6974d92a,-1.076851677
C_ID_69cad65798,0.152756016
C_ID_f2951acca9,0.169999795
C_ID_98ce282a41,-1.818257204
C_ID_48461436c4,-0.678594376
C_ID_c67b515418,-1.080616018
C_ID_669b969118,-0.911422176
C_ID_1de37c1871,1.37911371
C_ID_1f8bce815d,0.004762787
C_ID_6e6b38cdd1,0.211780525
C_ID_eed194a76a,0.825744687
C_ID_98aea24ae2,0.271500076
C_ID_3c336ae2a0,-0.204779285
C_ID_64d7e12627,-0.982933288
C_ID_23b0303da7,-0.272101172
C_ID_749f0fd6c4,0.275779348
C_ID_09e183fb2e,-1.216886585
C_ID_73fb1dae5e,0.393346415
C_ID_6fd5929c67,-0.281727284
C_ID_c1f78ed26c,0.568382476
C_ID_77ca7d3439,-0.397054792
C_ID_3ad47606b4,0.663295354
C_ID_d248a9b767,0.382853745
C_ID_0ecfde16bc,0.279712207
C_ID_6e7676a6fa,-2.15625513
C_ID_f887df96a8,0.093674207
C_ID_c06da29075,0.853000196
C_ID_0d019aba1b,-0.281744784
C_ID_a34d2bbdbf,-0.067935708
C_ID_66422419e7,-0.102832849
C_ID_aebbc78886,0.004393234
C_ID_cbf3c2b584,-0.274725289
C_ID_1b4509d71e,0.116978759
C_ID_98a2ea3f91,-0.044455697
C_ID_d0f9f78450,-0.141534379
C_ID_52eb502289,-0.588061278
C_ID_8207ac8679,-0.149830012
C_ID_692b99fa6f,-1.97622706
C_ID_90843b7a94,0.427085558
C_ID_cb93ed467a,-0.843706269
C_ID_0122d12d54,-0.117346705
C_ID_2bc6e22ca3,-0.451499502
C_ID_5b35ce96b3,-0.803139496
C_ID_04d1b535c9,1.425641051
C_ID_133f1c32fc,0.11902143
C_ID_3f7b6f3d8e,-1.345122854
C_ID_109a0b0e85,-1.016904665
C_ID_6ad04db6f0,-0.268849003
C_ID_f417231338,-0.349351761
C_ID_ae9db8a856,-1.435667383
C_ID_af0bc0580f,-0.630891295
C_ID_f37d2517d8,-0.000365028
C_ID_88e7427589,-0.77854575
C_ID_144416ee6f,-0.383387584
C_ID_074a32ba02,-0.08635013
C_ID_a05e126aa7,-0.440064138
C_ID_5d050aa9e1,-0.074750049
C_ID_51ba2d5135,-2.162822115
C_ID_af03d43eb6,0.606519454
C_ID_75b9883d33,0.022007142
C_ID_0b7b51e522,-0.256204571
C_ID_025a582bd0,-0.565653089
C_ID_8def3ecd85,-1.178086811
C_ID_3520de6da3,-0.673900775
C_ID_34ee53b696,-1.20508534
C_ID_c1d7694192,-0.007556734
C_ID_81a412a7ba,-0.173690316
C_ID_3a8b5b68ed,0.117754477
C_ID_13f3e9e5ce,-1.713310138
C_ID_5f6082150b,0.887767324
C_ID_92a14249ea,0.532460922
C_ID_9976a8ffe9,-0.58364431
C_ID_83342afd60,-0.328505787
C_ID_875cadb7f5,-0.837268053
C_ID_97eb6836b7,-0.300285184
C_ID_bbb8d26140,-0.198189658
C_ID_66b2103231,-1.869368741
C_ID_9c11c8f212,-0.706334144
C_ID_d8837ff165,-0.268048321
C_ID_cedf04e754,0.009836739
C_ID_44d150c95b,-0.117410254
C_ID_1cf8996ea0,0.621579874
C_ID_810898f9b7,0.474335504
C_ID_a0e6c48ac8,-0.306657886
C_ID_e74cf6dd97,-0.000779747
C_ID_5d7e2c0b6d,-2.407234029
C_ID_7bd5319112,-0.097933809
C_ID_0cc0512a9a,-0.789126178
C_ID_1dff3848d8,-0.226152883
C_ID_a45d84ca4c,-6.269539945
C_ID_910450843e,0.228734726
C_ID_80acf3e66d,-0.492531591
C_ID_7dd50a82e0,-1.887314454
C_ID_96f678c220,-2.77466322
C_ID_f2a9d168ab,0.931884401
C_ID_b60dece69e,-0.257408335
C_ID_189c9c9273,0.653842372
C_ID_465e2075eb,-0.108371589
C_ID_c3f0c16f40,-0.466736167
C_ID_34e9d87d48,-0.869665632
C_ID_3f12f3e7af,-2.16871132
C_ID_abbb3ede6a,-0.728394744
C_ID_190311449f,-4.472981335
C_ID_5717269dc7,0.333908147
C_ID_f909ce2ff1,-0.301801667
C_ID_e813cd28f5,1.117841218
C_ID_29a5062621,-0.170887361
C_ID_ad758bd0d9,0.150988339
C_ID_5e00a0412d,0.37603764
C_ID_0b81c3e4df,-0.742766553
C_ID_956d068f56,0.69988357
C_ID_33390e7872,-0.173540258
C_ID_531db931f9,0.866644178
